bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price
3972188-vita-nostra,Vita Nostra,Метаморфозы #1,"Marina Dyachenko, Sergey Dyachenko, Марина Дяченко, Сергей Дяченко",4.1,"Жизнь Саши Самохиной превращается в кошмар. Ей сделали предложение, от которого невозможно отказаться; окончив школу, Саша против своей воли поступает в странный институт Специальных Технологий, где студенты похожи на чудовищ, а преподаватели – на падших ангелов. Здесь её учат… Чему? И что случится с ней по окончании учебы?",Russian,9785699206735,"['Fantasy', 'Fiction', 'Science Fiction', 'Adult', 'Russia', 'Magical Realism', 'Urban Fantasy', 'Science Fiction Fantasy', 'Magic', 'Speculative Fiction']",[],Hardcover,2nd edition,448,Эксмо,2008,10/28/07,['РосКон for Романы (2008)'],6094,"['2568', '2117', '973', '320', '116']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527796306l/3972188.jpg,297,4,10.53
24709327-scion-of-ikshvaku,Scion of Ikshvaku,Ram Chandra #1,Amish Tripathi (Goodreads Author),3.82,"Ram Rajya. The Perfect Land. But perfection has a price. He paid that price.3400 BCE. INDIAAyodhya is weakened by divisions. A terrible war has taken its toll. The damage runs deep. The demon King of Lanka, Raavan, does not impose his rule on the defeated. He, instead, imposes his trade. Money is sucked out of the empire. The Sapt Sindhu people descend into poverty, despondency and corruption. They cry for a leader to lead them out of the morass. Little do they appreciate that the leader is among them. One whom they know. A tortured and ostracised prince. A prince they tried to break. A prince called Ram.He loves his country, even when his countrymen torment him. He stands alone for the law. His band of brothers, his Sita, and he, against the darkness of chaos.Will Ram rise above the taint that others heap on him? Will his love for Sita sustain him through his struggle? Will he defeat the demon Lord Raavan who destroyed his childhood? Will he fulfil the destiny of the Vishnu?Begin an epic journey with Amish’s latest: the Ram Chandra Series.",English,9789385152146,"['Mythology', 'Fiction', 'Fantasy', 'Indian Literature', 'Amish', 'Historical Fiction', 'India', 'Adventure', 'Novels', 'Historical']",[],Paperback,First Edition,354,Westland Publication,June 22nd 2015,05/13/15,[],35029,"['9866', '12923', '9055', '2326', '859']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428418378l/24709327.jpg,297,4,4.78
22325661-blood-line,Blood Line,Granger Spy Novel #1,John J. Davis,3.69,"Blood Line is a high-voltage spy thriller that redefines rogue—the Granger Spy Novel series introduces a loving family with lethal issues caught in the crosshairs of global arms dealers. When a simple home invasion turns out to be not so simple, Ron Granger must put aside his quiet rural life and return to the Central Intelligence Agency.Aided by his brilliant wife, Valerie, and resourceful teen daughter, Leecy, Ron must quickly decide who to believe among the calculating opportunists, shrewd criminals, and power-hungry rival agencies racing to possess the technology that will change modern warfare forever. But when Leecy is kidnapped, Ron and Val must choose between the mission and a rescue. With time quickly running out, Ron only knows one thing:When you can’t trust anyone else, trust your family.2015 Killer Nashville Silver Falchion Reader's Favorite Award in Mystery/Thriller 2015 Readers' Favorite Gold Medal Winner in Fiction-Action for Excellence in Writing 2015 eLit Digital Book Award - Gold Medal in Popular Fiction & Silver Medal in Mystery/Thriller/Suspense",English,9780990314417,"['Thriller', 'Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Action', 'Espionage', 'Spy Thriller']",[],Paperback,First Edition,300,Simon & Winter Inc.,October 14th 2014,10/28/14,"[""Readers' Favorite Book Award (2015)"", 'eLit Book Award for Popular Fiction - Gold (2015)']",1064,"['325', '315', '255', '104', '65']",84.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401105455l/22325661.jpg,295,3,12.16
12995.The_Hamlet,The Hamlet,The Snopes Trilogy #1,William Faulkner,3.87,"The Hamlet, the first novel of Faulkner's Snopes trilogy, is both an ironic take on classical tragedy and a mordant commentary on the grand pretensions of the antebellum South and the depths of its decay in the aftermath of war and Reconstruction. It tells of the advent and the rise of the Snopes family in Frenchman's Bend, a small town built on the ruins of a once-stately plantation. Flem Snopes -- wily, energetic, a man of shady origins -- quickly comes to dominate the town and its people with his cunning and guile.",English,9780679736530,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Southern', '20th Century', 'Southern Gothic', 'The United States Of America']","['Flem Snopes', 'Will Warner', 'Ab Snopes']",Paperback,The Corrected Text,409,Vintage International,October 29th 1991,10/28/40,[],4697,"['1427', '1757', '1107', '281', '125']",91.0,"['Yoknapatawpha County, Mississippi (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496756079l/12995.jpg,294,3,2.94
17948528-hearts-in-darkness,Hearts in Darkness,Hearts in Darkness #1,Laura Kaye (Goodreads Author),3.86,"Two strangers...When accountant Makenna James finds herself stranded in a pitch-black elevator, she can't help but wonder about the stranger stuck with her. All she noticed about him before the lights went out was a dragon tattoo; all she knows now is his sexy, gruff voice in the darkness. Four hours...Caden Grayson is inked, pierced, scarred on the inside and out—and terrified of the dark for reasons he'd rather not remember. Trapped in his worst nightmare, only the sweet voice of the red-headed beauty distracts him from his fear. And, oh, man, as the hours pass and the darkness heats up, that's nothing compared to her touch.One pitch-black elevator...He's all rough edges and she's pin-striped skirts, but in the darkness they open up and reach out without any preconceptions to hold them back. But as attraction grows and sparks fly, will they feel the same when the lights come back on?The Hearts in Darkness Duet Continues with LOVE IN THE LIGHT!",English,9780989465007,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Novella', 'Adult', 'Erotic Romance', 'New Adult', 'Short Stories', 'Fiction']","['Makenna James', 'Caden Grayson']",Paperback,2nd Edition,112,Laura Kaye,May 17th 2013,04/20/11,"['HOLT Medallion by Virginia Romance Writers Nominee for Romance Novella (2012)', 'EPIC (Eppie) Award for Best Novella (2012)']",35354,"['10720', '12775', '8726', '2435', '698']",91.0,"['Washington, D.C. (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369114722l/17948528.jpg,294,4,8.73
20737639-frostbite,Frostbite,The Dragonian #3,Adrienne Woods (Goodreads Author),4.3,"Losing Lucian McKenzie, the Prince of her heart and discovering her true identity has made Elena Watkins' life almost unbearable. However, new trials will test the 17 year-old's strength and push her to limits she didn’t think were possible.Only a mysterious offer from Blake Leaf, the Rubicon and a dragon predestined for evil, reveals there may be a light at the end of Elena’s dark tunnel.With the life she thought she knew crashing down around her, Elena will have to face a monumental decision about the fate of Paegeia. She can either make peace with Blake’s demands or try once again to unravel the Queen’s secrets that lie deep within her dragon, Tanya La Frey’s, heart.The third heart pounding novel in The Dragonian Series by Adrienne Woods",English,9780994664112,"['Fantasy', 'Dragons', 'Young Adult', 'Magic', 'Romance', 'Paranormal', 'Shapeshifters', 'Paranormal Romance', 'New Adult', 'Fiction']",[],Paperback,1st Edition,450,Fire Quill Publishing,March 9th 2015,03/07/15,[],4701,"['2427', '1449', '672', '112', '41']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421134629l/20737639.jpg,294,3,29.53
8373527-mercy,Mercy,Mercy #1,Rebecca Lim (Goodreads Author),3.71,"Mercy wakes on a school bus bound for Paradise, a small town where everyone knows everyone else's business... Or thinks they do. But Mercy has a secret life. She is an angel, doomed to return repeatedly to Earth, taking on a new human form each time she does, in an effort to resolve a cataclysmic rift between heavenly beings.In Paradise, Mercy meets Ryan, an eighteen-year-old whose sister was kidnapped two years ago and is presumed dead. When another girl is also taken, Mercy knows she has to act quickly and use extraordinary powers to rescue her, even if it means exposing her true identity.An electric combination of angels, mystery and romance, Mercy is the first book in a major new series.",English,9780007382224,"['Young Adult', 'Angels', 'Fantasy', 'Paranormal', 'Romance', 'Mystery', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction']",[],Paperback,UK Edition,288,HarperCollins Children's Books,October 28th 2010,10/28/10,['Davitt Award for YA (2011)'],6652,"['1854', '2167', '1756', '613', '262']",87.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297927186l/8373527.jpg,292,3,2.78
760702.Goodbye_to_Berlin,Goodbye to Berlin,The Berlin Novels #2,Christopher Isherwood,3.95,"Here, meine Damen und Herren, is Chrisopther Isherwood's brilliant farewell to a city which was not only buildings, streets, and people, but was also a state of mind which will never come around again.In linked short stories, he says goodbye to Sally Bowles, to Fraulein Schroeder, to pranksters, perverts, political manipulators; to the very, very guilty and to the dwindling band of innocents. It is goodbye to a Berlin wild, wicked, breathtaking, decadent beyond belief and already - in the years between the wars - welcoming death in through the door, though more with a wink than a whimper.~from the back cover",English,9780586047958,"['Fiction', 'Classics', 'Short Stories', 'Germany', 'LGBT', 'Novels', 'British Literature', '20th Century', 'Historical Fiction', 'Queer']",[],Mass Market Paperback,UK / Ireland / AUS / NZ,208,Triad Panther,1977,10/28/39,[],9828,"['2682', '4427', '2285', '368', '66']",96.0,"['Berlin (Germany)', 'Rügen (Germany)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368963690l/760702.jpg,291,3,1.82
8462184-the-morganville-vampires-volume-3,"The Morganville Vampires, Volume 3",The Morganville Vampires #5-6,Rachel Caine (Goodreads Author),4.39,"With the arrival of the evil master vampire Bishop, the small college town of Morganville, Texas, has dissolved into chaos. Now together in one volume, the fifth and sixth books of the Morganville Vampires series show that defeating Bishop is a task that's going to take some serious skill....LORD OF MISRULEIn Morganville, violent black clouds promise a storm of devastating proportions. As student Claire Danvers and her friends prepare to defend Morganville against the elements - both natural and unnatural - the unexpected happens: Morganville's vampires begin to vanish one by one. Discovering why leads Claire to one last choice: Swear allegiance to Bishop - or die....CARPE CORPUSAn underground resistance is brewing in Morganville. In order to contain it, Bishop vows to obliterate the town and all its inhabitants - the living and the undead. Claire Danvers and her friends are the only ones who stand in his way. But even if they defeat Bishop, will the vampires ever be content to go back to the old rules after having such a taste of power?",English,9780451233554,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Paranormal Romance', 'Horror', 'Fiction']",[],Paperback,Omnibus Edition,446,New American Library,March 1st 2011,03/01/10,[],14963,"['9249', '3257', '1752', '439', '266']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393480447l/8462184.jpg,288,3,11.25
105232.Law_of_Success,Law of Success,The Law of Success,Napoleon Hill,4.41,"Teaching, for the First Time in the History of the World, the True Philosophy upon which all Personal Success is Built.

“You Can Do It if You Believe You Can!”
THIS is a course on the fundamentals of Success.
Success is very largely a matter of adjusting one’s self to the ever-varying and changing environments of life, in a spirit of harmony and poise.",English,9781932429244,"['Self Help', 'Business', 'Personal Development', 'Nonfiction', 'Psychology', 'Philosophy', 'Leadership', 'Entrepreneurship', 'Productivity', 'Finance']",[],Paperback,The 21st-Century Edition,1035,High Roads Media,June 26th 2004,10/28/25,[],9276,"['5626', '2304', '990', '228', '128']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312050412l/105232.jpg,288,3,6.96
26245853-the-last-mile,The Last Mile,Amos Decker #2,David Baldacci (Goodreads Author),4.2,"Convicted murderer Melvin Mars is counting down the last hours before his execution--for the violent killing of his parents twenty years earlier--when he's granted an unexpected reprieve. Another man has confessed to the crime.Amos Decker, newly hired on an FBI special task force, takes an interest in Mars's case after discovering the striking similarities to his own life: Both men were talented football players with promising careers cut short by tragedy. Both men's families were brutally murdered. And in both cases, another suspect came forward, years after the killing, to confess to the crime. A suspect who may or may not have been telling the truth.The confession has the potential to make Melvin Mars--guilty or not--a free man. Who wants Mars out of prison? And why now?But when a member of Decker's team disappears, it becomes clear that something much larger--and more sinister--than just one convicted criminal's life hangs in the balance. Decker will need all of his extraordinary brainpower to stop an innocent man from being executed.",English,9781455566020,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Detective', 'Action', 'Murder Mystery']",['Amos Decker'],Hardcover,Large Print,644,Grand Central Publishing,April 26th 2016,04/19/16,['Goodreads Choice Award Nominee for Mystery & Thriller (2016)'],69843,"['28650', '29612', '9395', '1538', '648']",97.0,"['Texas (United States)', 'Mississippi (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450227326l/26245853.jpg,287,3,6.32
6178354-archenemy,ArchEnemy,The Looking Glass Wars #3,Frank Beddor (Goodreads Author),3.89,"Imagine this...The power of imagination has been lost!Now it's all about the artillery as AD52s, crystal shooters, spikejack tumblers, and orb cannons are unleashed in a war of weapons and brute force.As Alyss searches wildly for the solution to the disaster that has engulfed her queendom, Arch declares himself King of Wonderland. The moment is desperate enough for Alyss to travel back to London for answers, where Arch's assassins are threatening Alice Liddell and her family. But after coming to the Liddells' assistance, Alyss discovers herself trapped in a conundrum of evaporating puddles. The shimmering portals that exist to transport her home through the Pool of Tears are disappearing!What is happening in Wonderland? Deep within the Valley of Mushroom the Caterpillar Oracles issue this prophecy: ""Action shall be taken to ensure the safety of the Heart Crystal. For Everqueen."" But who is Everqueen?As the metamorphosis of Wonderland unfolds, enemies become allies, bitter rivals face off, and Queen Alyss and Redd Heart must both confront their pasts in this thrilling, no-holds-barred conclusion to the New York Times bestselling series.",English,9780803731561,"['Fantasy', 'Young Adult', 'Fiction', 'Retellings', 'Magic', 'Fairy Tales', 'Adventure', 'Steampunk', 'Young Adult Fantasy', 'Teen']","['Alyss Heart', 'Hatter Madigan', 'Dodge Anderson', 'Bibwit Hare', 'King Arch', 'Redd']",Hardcover,First Edition,370,Dial Books,October 15th 2009,10/01/09,[],10794,"['3479', '3725', '2705', '721', '164']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304050233l/6178354.jpg,286,4,3.30
133547.Everyone_Poops,Everyone Poops,漢聲精選世界最佳兒童圖畫書．科學教育類 #36,Taro Gomi,4.17,"Since we all eat, we all must poop. All of us! Everyone!

This wonderful, modern-day toddler classic presents information that children both want and need in a refreshingly honest, informative, and age-appropriate way.",English,9781929132140,"['Picture Books', 'Childrens', 'Nonfiction', 'Humor', 'Animals', 'Science', 'Health', 'Classics', 'Japanese Literature', 'Parenting']",[],Paperback,First American,27,Kane/Miller Book Publishers,March 1st 1993,02/02/81,[],5815,"['2962', '1488', '905', '291', '169']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572287246l/133547.jpg,286,3,1.19
6393082-ender-s-game-volume-1,"Ender's Game, Volume 1: Battle School",Ender's Saga (Graphic Novels,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",4.4,There's a war coming. The same aliens who almost destroyed Earth once are coming back to get the whole job done this time. But we aren't going to just sit and die. The international military is taking our best and brightest to mold them into the finest military minds ever - and they're taking them young.,English,9780785135807,"['Science Fiction', 'Graphic Novels', 'Fiction', 'Comics', 'Young Adult', 'Fantasy', 'Dystopia', 'Science Fiction Fantasy', 'Adventure', 'Space']",[],Hardcover,Graphic Novel,128,Marvel,July 29th 2009,10/28/09,[],38335,"['22587', '10379', '3941', '842', '586']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439318393l/6393082._SY475_.jpg,285,3,3.22
28413.The_Ladies_Paradise,The Ladies' Paradise,Les Rougon-Macquart #11,"Émile Zola, Robin Buss (Translator), Brian Nelson (Translator)",4.0,"The Ladies Paradise (Au Bonheur des Dames) recounts the rise of the modern department store in late nineteenth-century Paris. The store is a symbol of capitalism, of the modern city, and of the bourgeois family: it is emblematic of changes in consumer culture, and the changes in sexual attitudes and class relations taking place at the end of the century. This new translation of the eleventh novel in Zola's Rougon-Macquart cycle captures the spirit of one of his greatest works.",English,9780192836021,"['Classics', 'Fiction', 'France', 'French Literature', 'Historical Fiction', '19th Century', 'Romance', 'Literature', 'Novels', 'Historical']","['Octave Mouret', 'Denise Baudu']",Paperback,Oxford World’s Classics,438,Oxford University Press,September 1st 2008,10/28/83,[],11818,"['4109', '4490', '2501', '569', '149']",94.0,['Paris (France)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389152174l/28413.jpg,283,3,2.42
10147.The_Complete_Sherlock_Holmes_Volume_I,"The Complete Sherlock Holmes, Volume I",Sherlock Holmes,"Arthur Conan Doyle, Kyle Freeman (Introduction)",4.49,"Eccentric, arrogant, and ingenious, Sherlock Holmes remains the world's most popular and influential fictional detective. In four novels and fifty-six short stories, Holmes with his trusted friend Dr. Watson, steps from his comfortable quarters at 221B Baker Street into the swirling fog of London. Combining detailed observation with brilliant deduction, Holmes rescues the innocent, confounds the guilty, and solves the most perplexing puzzles crime has to offer.Volume I of The Complete Sherlock Holmes begins with Holmes's first appearance, A Study in Scarlet, a chilling murder novel complete with bloodstained walls and cryptic clues. This is followed by the baffling The Sign of Four, which introduces Holmes's cocaine problem and Watson's future wife. Volume I also includes the story collections The Adventures of Sherlock Holmes and The Memoirs of Sherlock Holmes, and concludes with the tale ""The Final Problem,"" in which Conan Doyle, tired of writing Holmes stories, kills off his famed sleuth.(back cover)",English,9781593080341,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Literature', 'Detective', 'Mystery Thriller', 'Historical Fiction', 'British Literature']",[],Paperback,US / CAN Edition,709,Barnes Noble Classics,September 1st 2003,01/01/27,[],29223,"['18083', '8242', '2300', '399', '199']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922158l/10147.jpg,282,3,5.66
3522419-nemesis,Nemesis,Harry Hole #4,"Jo Nesbø (Goodreads Author), Don Bartlett (Translator)",3.98,（奈斯博作品集 2） (北歐犯罪小說) (Traditional Chinese Edition)盲目的正義，冷血的懲罰。當愛與恨走到極端，只有復仇，我才能活下去！哈利．霍勒，警局的頭痛人物，同事眼中的瘋子酒鬼，大家都說他總有一天要闖禍。這次，他終於捅了大漏子，竟然成為命案頭號嫌犯！當他終於接近事件真相，才明白復仇女神手上的秤與劍，這次指向了自己……沒有懲罰，就沒有正義，復仇，是上帝賜給人類最美好也最危險的毒藥！奧斯陸市中心發生一樁詭異的銀行搶案，一名搶匪在光天化日下走進銀行，不到兩分鐘便搶走兩百萬克朗、還槍殺了一名人質，而且沒有留下任何可供鑑識的證據。因為這樁棘手的案件，哈利被暫調到搶案組幫忙調查，他和新進女警貝雅特從監視器畫面發現，被當作人質的銀行女職員，在臨死之前，竟然向搶匪懺悔：「都是我的錯。」然而，除了銀行搶案，哈利還有一個更大的麻煩得解決。在一次和前女友安娜的晚餐約會後，哈利有如宿醉般醒來，不但喪失了12小時的記憶，還弄丟了手機。最糟的是，他隨後奉命去支援的命案現場，死者竟然就是安娜。她陳屍床上，手中握著槍，頭上有個彈孔。雖然種種跡象皆表明她是自殺，哈利卻開始接到恐嚇電子郵件，彷彿有人對他那晚的行蹤瞭若指掌……當搶案再次發生，束手無策的哈,English,9780061655500,"['Crime', 'Mystery', 'Fiction', 'Thriller', 'Scandinavian Literature', 'Mystery Thriller', 'Detective', 'Nordic Noir', 'Suspense', 'Audiobook']","['Harry Hole', 'Rakel', 'Ståle Aune', 'Oystein Eikeland', 'Beate Lønn', 'Rune Ivarsson', 'Jack Halvorsen', 'Bjarne Møller', 'Anna Bethsen', 'Karl Torleif Weber', 'Tom Waaler', 'Arne Albu', 'Vigdis Albu', 'Raskol Baxhet', 'Stine Grette', 'Trond Grette', 'Ali Niazi']",Paperback,1st US,480,Harper,January 1st 2009,10/28/02,"['Macavity Award Nominee for Best Mystery Novel (2010)', 'Edgar Award Nominee for Best Novel (2010)']",62462,"['18803', '27705', '12664', '2299', '991']",95.0,['Oslo (Norway)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327312660l/3522419.jpg,281,3,5.64
21422225-the-queen-of-all-that-dies,The Queen of All that Dies,The Fallen World #1,Laura Thalassa (Goodreads Author),3.98,"In the future, the world is at war. For the last decade, King Lazuli of the Eastern Empire has systematically taken over the world. No one knows much about him other than a series of impossible facts: he cannot die, he has not aged since the conflict began, and he wants to rule the world.All Serenity Freeman has known is bloodshed. War has taken away her mother, her home, her safety. As the future emissary of the Western United Nations, the last autonomous region of the globe, she is responsible for forging alliances where she can. Surrender is on the horizon. The king can taste it; Serenity feels it deep within her bones. There is no other option. Now the two must come face to face. For Serenity, that means confronting the man who’s taken everything from her. For the king, it means meeting the one woman he can’t conquer. But when they meet, something happens. Cruelty finds redemption. Only in war, everything comes with a price. Especially love.",English,9781942662044,"['New Adult', 'Romance', 'Fantasy', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Paranormal', 'War', 'Young Adult', 'Fiction']",['Serenity Freeman'],Paperback,1st Edition,326,Lavabrook Publishing Group,January 17th 2015,01/15/15,[],14038,"['5551', '4631', '2389', '924', '543']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577443874l/21422225.jpg,277,3,15.00
220334.La_Gloire_de_mon_p_re,La Gloire de mon père,Souvenirs d'enfance #1,Marcel Pagnol,4.0,"Je suis né dans la ville d'Aubagne, sous le Garlaban couronné de chèvres, au temps des derniers chevriers."" Ainsi commence l'autobiographie de Marcel Pagnol, immortel auteur de La Trilogie marseillaise, La Femme du boulanger, entre autres savoureuses histoires à l'accent chantant. On découvre ici l'enfance du jeune Marcel et sa découverte des collines enchantées des environs de Marseille. La famille Pagnol loue pour les vacances une bastide près d'un petit village. Le père de Marcel s'initie à la chasse et sera l'auteur d'un coup de fusil magistral qui lui vaudra l'admiration de tous, à commencer par celle de son fils, et qui donne son titre au livre. Ce premier tome est suivi de deux autres, Le Château de ma mère et Le Temps des secrets. L'incroyable mémoire et le talent de conteur de l'auteur restituent merveilleusement les joies simples, les chagrins énormes, la délicieuse naïveté de l'enfance, sans omettre les tours pendables et bêtises en tous genres qui la ponctuent nécessairement. Une histoire vraie belle comme un roman, bourrée de tendresse et d'émotion, pleine de drôlerie aussi. On lit, on relit, on s'y reconnaît. À travers la sienne, Marcel Pagnol raconte toutes les enfances... du moins telles qu'elles devraient être. --Pascale Wester --Ce texte fait référence à une édition épuisée ou non disponible de ce titre.",French,9782877065078,"['France', 'Classics', 'Fiction', 'French Literature', 'Roman', 'Novels', 'Contemporary', 'School', '20th Century', 'Literature']",[],Mass Market Paperback,Editions de Fallois,219,Editions de Fallois,August 25th 2004,10/28/57,[],7299,"['2735', '2516', '1505', '408', '135']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332596026l/220334.jpg,276,3,4.65
5981872-the-madness-of-lord-ian-mackenzie,The Madness of Lord Ian Mackenzie,Mackenzies & McBrides #1,Jennifer Ashley (Goodreads Author),4.05,"The year is 1881. Meet the Mackenzie family—rich, powerful, dangerous, eccentric. A lady couldn't be seen with them without ruin. Rumors surround them—of tragic violence, of their mistresses, of their dark appetites, of scandals that set England and Scotland abuzz.  The youngest brother, Ian, known as the Mad Mackenzie, spent most of his young life in an asylum, and everyone agrees he is decidedly odd. He's also hard and handsome and has a penchant for Ming pottery and beautiful women.  Beth Ackerley, widow, has recently come into a fortune. She has decided that she wants no more drama in her life. She was raised in drama—an alcoholic father who drove them into the workhouse, a frail mother she had to nurse until her death, a fussy old lady she became constant companion to. No, she wants to take her money and find peace, to travel, to learn art, to sit back and fondly remember her brief but happy marriage to her late husband.  And then Ian Mackenzie decides he wants her.  The first of a new historical series.",English,9780843960433,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Adult', 'Regency', 'Fiction', 'Mystery', 'Scotland', 'Victorian']","['Lord Ian Mackenzie', 'Beth (Ackerley) Mackenzie', 'Isabella (Scranton) Mackenzie', 'Daniel Mackenzie', 'Hart Mackenzie, Duke of Kilmorgan', 'Lord Cameron Mackenzie', 'Lord Roland ""Mac"" Mackenzie', 'Lloyd Fellows']",Mass Market Paperback,1st Edition,320,Leisure Books,May 1st 2009,04/28/09,"['All About Romance (AAR) Annual Reader Poll for Best Romance & Most Tortured Hero & Best Historical Set in the U.K. & Best Love Scenes & Honorable Mention for Best Romance Heroine (2010)', ""Romantic Times Reviewers' Choice Award (RT Award) for Most Innovative Historical Romance (2009)"", 'DABWAHA Romance Tournament for Best Historical Romance (2010)', ""Readers' Crown Award by RomCon® (Romance Conventions Inc.) for Best Historical Romance (2010)""]",29501,"['11795', '10246', '5262', '1483', '715']",93.0,"['London, England', 'Paris (France)', 'Castle Kilmorgan, Scotland (United Kingdom)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322336718l/5981872.jpg,273,3,3.92
6648020-shade,Shade,Shade #1,Jeri Smith-Ready (Goodreads Author),3.87,"Best. Birthday. Ever. At least, it was supposed to be. With Logan's band playing a crucial gig and Aura's plans for an intimate after-party, Aura knows it will be the most memorable night of her boyfriend's life. She never thought it would be his last.Logan's sudden death leaves Aura devastated. He's gone.Well, sort of.Like everyone born after the Shift, Aura can see and talk to ghosts. This mysterious ability had always been annoying, and Aura had wanted nothing more than to figure out why the Shift happened so she could undo it. But not with Logan's violet-hued spirit still hanging around. Because Dead Logan is almost as real as ever. Almost.It doesn't help that Aura's new friend Zachary is so understanding - and so very alive. His support means more to Aura than she cares to admit.As Aura's relationship with with the dead and the living grow ever complicated, so do her feelings for Logan and Zachary. Each holds a piece of Aura's heart . . . and clues to the secret of the Shift.",English,9781416994060,"['Young Adult', 'Paranormal', 'Ghosts', 'Fantasy', 'Romance', 'Supernatural', 'Urban Fantasy', 'Paranormal Romance', 'Fiction', 'Young Adult Paranormal']","['Aura Salvatore', 'Logan Keeley', 'Zachary Moore']",Hardcover,1st Simon Pulse hardcover ed.,309,Simon Pulse,May 4th 2010,09/29/09,"['DABWAHA Romance Tournament Nominee for Best Paranormal/Urban Fantasy/Science Fiction (2011)', 'Aspen Gold Readers Choice Award for Paranormal Romance (2011)']",13417,"['4761', '4232', '2905', '926', '593']",89.0,"['Baltimore, Maryland (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328148783l/6648020.jpg,269,4,5.48
301022.The_Boyfriend_List,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver",Ruby Oliver #1,E. Lockhart (Goodreads Author),3.49,"Ruby Oliver is 15 and has a shrink. She knows it’s unusual, but give her a break—she’s had a rough 10 days. In the past 10 days she: lost her boyfriend (#13 on the list),  lost her best friend (Kim),  lost all her other friends (Nora, Cricket),  did something suspicious with a boy (#10),  did something advanced with a boy (#15),  had an argument with a boy (#14),  drank her first beer (someone handed it to her),  got caught by her mom (ag!),  had a panic attack (scary), lost a lacrosse game (she’s the goalie),  failed a math test (she’ll make it up),  hurt Meghan’s feelings (even though they aren’t really friends),  became a social outcast (no one to sit with at lunch) and had graffiti written about her in the girls’ bathroom (who knows what was in the boys’!?!). But don’t worry—Ruby lives to tell the tale. And make more lists.",English,9780385732079,"['Young Adult', 'Contemporary', 'Romance', 'Chick Lit', 'Fiction', 'Realistic Fiction', 'Humor', 'Teen', 'High School', 'Audiobook']",['Ruby Oliver'],Paperback,Readers Circle,229,Ember,September 26th 2006,03/22/05,[],25941,"['5207', '7941', '8378', '3152', '1263']",83.0,"['Seattle, Washington (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342343845l/301022.jpg,268,3,3.35
